air_force_blue_raf,Air Force Blue (Raf),#5d8aa8,93,138,168
barn_red,Barn Red,#7c0a02,124,10,2
battleship_grey,Battleship Grey,#848482,132,132,130
bazaar,Bazaar,#98777b,152,119,123
beau_blue,Beau Blue,#bcd4e6,188,212,230
beaver,Beaver,#9f8170,159,129,112
beige,Beige,#f5f5dc,245,245,220
big_dip_o_ruby,Big Dip O’Ruby,#9c2542,156,37,66
bisque,Bisque,#ffe4c4,255,228,196
bistre,Bistre,#3d2b1f,61,43,31
bittersweet,Bittersweet,#fe6f5e,254,111,94
bittersweet_shimmer,Bittersweet Shimmer,#bf4f51,191,79,81
black,Black,#000,0,0,0
black_bean,Black Bean,#3d0c02,61,12,2
black_leather_jacket,Black Leather Jacket,#253529,37,53,41
black_olive,Black Olive,#3b3c36,59,60,54
blanched_almond,Blanched Almond,#ffebcd,255,235,205
blast_off_bronze,Blast-Off Bronze,#a57164,165,113,100
bleu_de_france,Bleu De France,#318ce7,49,140,231
blizzard_blue,Blizzard Blue,#ace5ee,172,229,238
blond,Blond,#faf0be,250,240,190
blue,Blue,#00f,0,0,255
blue_bell,Blue Bell,#a2a2d0,162,162,208
blue_crayola,Blue (Crayola),#1f75fe,31,117,254
blue_gray,Blue Gray,#69c,102,153,204
blue_green,Blue-Green,#0d98ba,13,152,186
blue_munsell,Blue (Munsell),#0093af,0,147,175
blue_ncs,Blue (Ncs),#0087bd,0,135,189
blue_pigment,Blue (Pigment),#339,51,51,153
blue_ryb,Blue (Ryb),#0247fe,2,71,254
blue_sapphire,Blue Sapphire,#126180,18,97,128
blue_violet,Blue-Violet,#8a2be2,138,43,226
blush,Blush,#de5d83,222,93,131
bole,Bole,#79443b,121,68,59
bondi_blue,Bondi Blue,#0095b6,0,149,182
bone,Bone,#e3dac9,227,218,201
boston_university_red,Boston University Red,#c00,204,0,0
bottle_green,Bottle Green,#006a4e,0,106,78
boysenberry,Boysenberry,#873260,135,50,96
brandeis_blue,Brandeis Blue,#0070ff,0,112,255
brass,Brass,#b5a642,181,166,66
brick_red,Brick Red,#cb4154,203,65,84
bright_cerulean,Bright Cerulean,#1dacd6,29,172,214
bright_green,Bright Green,#6f0,102,255,0
bright_lavender,Bright Lavender,#bf94e4,191,148,228
bright_maroon,Bright Maroon,#c32148,195,33,72
bright_pink,Bright Pink,#ff007f,255,0,127
bright_turquoise,Bright Turquoise,#08e8de,8,232,222
bright_ube,Bright Ube,#d19fe8,209,159,232
brilliant_lavender,Brilliant Lavender,#f4bbff,244,187,255
brilliant_rose,Brilliant Rose,#ff55a3,255,85,163
brink_pink,Brink Pink,#fb607f,251,96,127
british_racing_green,British Racing Green,#004225,0,66,37
bronze,Bronze,#cd7f32,205,127,50
brown_traditional,Brown (Traditional),#964b00,150,75,0
brown_web,Brown (Web),#a52a2a,165,42,42
bubble_gum,Bubble Gum,#ffc1cc,255,193,204
bubbles,Bubbles,#e7feff,231,254,255
buff,Buff,#f0dc82,240,220,130
bulgarian_rose,Bulgarian Rose,#480607,72,6,7
burgundy,Burgundy,#800020,128,0,32
burlywood,Burlywood,#deb887,222,184,135
burnt_orange,Burnt Orange,#c50,204,85,0
burnt_sienna,Burnt Sienna,#e97451,233,116,81
burnt_umber,Burnt Umber,#8a3324,138,51,36
byzantine,Byzantine,#bd33a4,189,51,164
byzantium,Byzantium,#702963,112,41,99
cadet,Cadet,#536872,83,104,114
cadet_blue,Cadet Blue,#5f9ea0,95,158,160
cadet_grey,Cadet Grey,#91a3b0,145,163,176
cadmium_green,Cadmium Green,#006b3c,0,107,60
cadmium_orange,Cadmium Orange,#ed872d,237,135,45
cadmium_red,Cadmium Red,#e30022,227,0,34
cadmium_yellow,Cadmium Yellow,#fff600,255,246,0
caf_au_lait,Café Au Lait,#a67b5b,166,123,91
caf_noir,Café Noir,#4b3621,75,54,33
cal_poly_green,Cal Poly Green,#1e4d2b,30,77,43
cambridge_blue,Cambridge Blue,#a3c1ad,163,193,173
camel,Camel,#c19a6b,193,154,107
cameo_pink,Cameo Pink,#efbbcc,239,187,204
camouflage_green,Camouflage Green,#78866b,120,134,107
canary_yellow,Canary Yellow,#ffef00,255,239,0
candy_apple_red,Candy Apple Red,#ff0800,255,8,0
candy_pink,Candy Pink,#e4717a,228,113,122
capri,Capri,#00bfff,0,191,255
caput_mortuum,Caput Mortuum,#592720,89,39,32
cardinal,Cardinal,#c41e3a,196,30,58
caribbean_green,Caribbean Green,#0c9,0,204,153
carmine,Carmine,#960018,150,0,24
carmine_m_p,Carmine (M&P),#d70040,215,0,64
carmine_pink,Carmine Pink,#eb4c42,235,76,66
carmine_red,Carmine Red,#ff0038,255,0,56
carnation_pink,Carnation Pink,#ffa6c9,255,166,201
carnelian,Carnelian,#b31b1b,179,27,27
carolina_blue,Carolina Blue,#99badd,153,186,221
carrot_orange,Carrot Orange,#ed9121,237,145,33
catalina_blue,Catalina Blue,#062a78,6,42,120
ceil,Ceil,#92a1cf,146,161,207
celadon,Celadon,#ace1af,172,225,175
celadon_blue,Celadon Blue,#007ba7,0,123,167
celadon_green,Celadon Green,#2f847c,47,132,124
celeste_colour,Celeste (Colour),#b2ffff,178,255,255
celestial_blue,Celestial Blue,#4997d0,73,151,208
cerise,Cerise,#de3163,222,49,99
cerise_pink,Cerise Pink,#ec3b83,236,59,131
cerulean,Cerulean,#007ba7,0,123,167
cerulean_blue,Cerulean Blue,#2a52be,42,82,190
cerulean_frost,Cerulean Frost,#6d9bc3,109,155,195
cg_blue,Cg Blue,#007aa5,0,122,165
cg_red,Cg Red,#e03c31,224,60,49
chamoisee,Chamoisee,#a0785a,160,120,90
champagne,Champagne,#fad6a5,250,214,165
charcoal,Charcoal,#36454f,54,69,79
charm_pink,Charm Pink,#e68fac,230,143,172
chartreuse_traditional,Chartreuse (Traditional),#dfff00,223,255,0
chartreuse_web,Chartreuse (Web),#7fff00,127,255,0
cherry,Cherry,#de3163,222,49,99
cherry_blossom_pink,Cherry Blossom Pink,#ffb7c5,255,183,197
chestnut,Chestnut,#cd5c5c,205,92,92
china_pink,China Pink,#de6fa1,222,111,161
china_rose,China Rose,#a8516e,168,81,110
chinese_red,Chinese Red,#aa381e,170,56,30
chocolate_traditional,Chocolate (Traditional),#7b3f00,123,63,0
chocolate_web,Chocolate (Web),#d2691e,210,105,30
chrome_yellow,Chrome Yellow,#ffa700,255,167,0
cinereous,Cinereous,#98817b,152,129,123
cinnabar,Cinnabar,#e34234,227,66,52
cinnamon,Cinnamon,#d2691e,210,105,30
citrine,Citrine,#e4d00a,228,208,10
classic_rose,Classic Rose,#fbcce7,251,204,231
cobalt,Cobalt,#0047ab,0,71,171
cocoa_brown,Cocoa Brown,#d2691e,210,105,30
coffee,Coffee,#6f4e37,111,78,55
columbia_blue,Columbia Blue,#9bddff,155,221,255
congo_pink,Congo Pink,#f88379,248,131,121
cool_black,Cool Black,#002e63,0,46,99
cool_grey,Cool Grey,#8c92ac,140,146,172
copper,Copper,#b87333,184,115,51
copper_crayola,Copper (Crayola),#da8a67,218,138,103
copper_penny,Copper Penny,#ad6f69,173,111,105
copper_red,Copper Red,#cb6d51,203,109,81
copper_rose,Copper Rose,#966,153,102,102
coquelicot,Coquelicot,#ff3800,255,56,0
coral,Coral,#ff7f50,255,127,80
coral_pink,Coral Pink,#f88379,248,131,121
coral_red,Coral Red,#ff4040,255,64,64
cordovan,Cordovan,#893f45,137,63,69
corn,Corn,#fbec5d,251,236,93
cornell_red,Cornell Red,#b31b1b,179,27,27
cornflower_blue,Cornflower Blue,#6495ed,100,149,237
cornsilk,Cornsilk,#fff8dc,255,248,220
cosmic_latte,Cosmic Latte,#fff8e7,255,248,231
cotton_candy,Cotton Candy,#ffbcd9,255,188,217
cream,Cream,#fffdd0,255,253,208
crimson,Crimson,#dc143c,220,20,60
crimson_glory,Crimson Glory,#be0032,190,0,50
cyan,Cyan,#0ff,0,255,255
cyan_process,Cyan (Process),#00b7eb,0,183,235
daffodil,Daffodil,#ffff31,255,255,49
dandelion,Dandelion,#f0e130,240,225,48
dark_blue,Dark Blue,#00008b,0,0,139
dark_brown,Dark Brown,#654321,101,67,33
dark_byzantium,Dark Byzantium,#5d3954,93,57,84
dark_candy_apple_red,Dark Candy Apple Red,#a40000,164,0,0
dark_cerulean,Dark Cerulean,#08457e,8,69,126
dark_chestnut,Dark Chestnut,#986960,152,105,96
dark_coral,Dark Coral,#cd5b45,205,91,69
dark_cyan,Dark Cyan,#008b8b,0,139,139
dark_electric_blue,Dark Electric Blue,#536878,83,104,120
dark_goldenrod,Dark Goldenrod,#b8860b,184,134,11
dark_gray,Dark Gray,#a9a9a9,169,169,169
dark_green,Dark Green,#013220,1,50,32
dark_imperial_blue,Dark Imperial Blue,#00416a,0,65,106
dark_jungle_green,Dark Jungle Green,#1a2421,26,36,33
dark_khaki,Dark Khaki,#bdb76b,189,183,107
dark_lava,Dark Lava,#483c32,72,60,50
dark_lavender,Dark Lavender,#734f96,115,79,150
dark_magenta,Dark Magenta,#8b008b,139,0,139
dark_midnight_blue,Dark Midnight Blue,#036,0,51,102
dark_olive_green,Dark Olive Green,#556b2f,85,107,47
dark_orange,Dark Orange,#ff8c00,255,140,0
dark_orchid,Dark Orchid,#9932cc,153,50,204
dark_pastel_blue,Dark Pastel Blue,#779ecb,119,158,203
dark_pastel_green,Dark Pastel Green,#03c03c,3,192,60
dark_pastel_purple,Dark Pastel Purple,#966fd6,150,111,214
dark_pastel_red,Dark Pastel Red,#c23b22,194,59,34
dark_pink,Dark Pink,#e75480,231,84,128
dark_powder_blue,Dark Powder Blue,#039,0,51,153
dark_raspberry,Dark Raspberry,#872657,135,38,87
dark_red,Dark Red,#8b0000,139,0,0
dark_salmon,Dark Salmon,#e9967a,233,150,122
dark_scarlet,Dark Scarlet,#560319,86,3,25
dark_sea_green,Dark Sea Green,#8fbc8f,143,188,143
dark_sienna,Dark Sienna,#3c1414,60,20,20
dark_slate_blue,Dark Slate Blue,#483d8b,72,61,139
dark_slate_gray,Dark Slate Gray,#2f4f4f,47,79,79
dark_spring_green,Dark Spring Green,#177245,23,114,69
dark_tan,Dark Tan,#918151,145,129,81
dark_tangerine,Dark Tangerine,#ffa812,255,168,18
dark_taupe,Dark Taupe,#483c32,72,60,50
dark_terra_cotta,Dark Terra Cotta,#cc4e5c,204,78,92
dark_turquoise,Dark Turquoise,#00ced1,0,206,209
dark_violet,Dark Violet,#9400d3,148,0,211
dark_yellow,Dark Yellow,#9b870c,155,135,12
dartmouth_green,Dartmouth Green,#00703c,0,112,60
davy_s_grey,Davy'S Grey,#555,85,85,85
debian_red,Debian Red,#d70a53,215,10,83
deep_carmine,Deep Carmine,#a9203e,169,32,62
deep_carmine_pink,Deep Carmine Pink,#ef3038,239,48,56
deep_carrot_orange,Deep Carrot Orange,#e9692c,233,105,44
deep_cerise,Deep Cerise,#da3287,218,50,135
deep_champagne,Deep Champagne,#fad6a5,250,214,165
deep_chestnut,Deep Chestnut,#b94e48,185,78,72
deep_coffee,Deep Coffee,#704241,112,66,65
deep_fuchsia,Deep Fuchsia,#c154c1,193,84,193
deep_jungle_green,Deep Jungle Green,#004b49,0,75,73
deep_lilac,Deep Lilac,#95b,153,85,187
deep_magenta,Deep Magenta,#c0c,204,0,204
deep_peach,Deep Peach,#ffcba4,255,203,164
deep_pink,Deep Pink,#ff1493,255,20,147
deep_ruby,Deep Ruby,#843f5b,132,63,91
deep_saffron,Deep Saffron,#f93,255,153,51
deep_sky_blue,Deep Sky Blue,#00bfff,0,191,255
deep_tuscan_red,Deep Tuscan Red,#66424d,102,66,77
denim,Denim,#1560bd,21,96,189
desert,Desert,#c19a6b,193,154,107
desert_sand,Desert Sand,#edc9af,237,201,175
dim_gray,Dim Gray,#696969,105,105,105
dodger_blue,Dodger Blue,#1e90ff,30,144,255
dogwood_rose,Dogwood Rose,#d71868,215,24,104
dollar_bill,Dollar Bill,#85bb65,133,187,101
drab,Drab,#967117,150,113,23
duke_blue,Duke Blue,#00009c,0,0,156
earth_yellow,Earth Yellow,#e1a95f,225,169,95
ebony,Ebony,#555d50,85,93,80
ecru,Ecru,#c2b280,194,178,128
eggplant,Eggplant,#614051,97,64,81
eggshell,Eggshell,#f0ead6,240,234,214
egyptian_blue,Egyptian Blue,#1034a6,16,52,166
electric_blue,Electric Blue,#7df9ff,125,249,255
electric_crimson,Electric Crimson,#ff003f,255,0,63
electric_cyan,Electric Cyan,#0ff,0,255,255
electric_green,Electric Green,#0f0,0,255,0
electric_indigo,Electric Indigo,#6f00ff,111,0,255
electric_lavender,Electric Lavender,#f4bbff,244,187,255
electric_lime,Electric Lime,#cf0,204,255,0
electric_purple,Electric Purple,#bf00ff,191,0,255
electric_ultramarine,Electric Ultramarine,#3f00ff,63,0,255
electric_violet,Electric Violet,#8f00ff,143,0,255
electric_yellow,Electric Yellow,#ff0,255,255,0
emerald,Emerald,#50c878,80,200,120
english_lavender,English Lavender,#b48395,180,131,149
eton_blue,Eton Blue,#96c8a2,150,200,162
fallow,Fallow,#c19a6b,193,154,107
falu_red,Falu Red,#801818,128,24,24
fandango,Fandango,#b53389,181,51,137
fashion_fuchsia,Fashion Fuchsia,#f400a1,244,0,161
fawn,Fawn,#e5aa70,229,170,112
feldgrau,Feldgrau,#4d5d53,77,93,83
fern_green,Fern Green,#4f7942,79,121,66
ferrari_red,Ferrari Red,#ff2800,255,40,0
field_drab,Field Drab,#6c541e,108,84,30
fire_engine_red,Fire Engine Red,#ce2029,206,32,41
firebrick,Firebrick,#b22222,178,34,34
flame,Flame,#e25822,226,88,34
flamingo_pink,Flamingo Pink,#fc8eac,252,142,172
flavescent,Flavescent,#f7e98e,247,233,142
flax,Flax,#eedc82,238,220,130
floral_white,Floral White,#fffaf0,255,250,240
fluorescent_orange,Fluorescent Orange,#ffbf00,255,191,0
fluorescent_pink,Fluorescent Pink,#ff1493,255,20,147
fluorescent_yellow,Fluorescent Yellow,#cf0,204,255,0
folly,Folly,#ff004f,255,0,79
forest_green_traditional,Forest Green (Traditional),#014421,1,68,33
forest_green_web,Forest Green (Web),#228b22,34,139,34
french_beige,French Beige,#a67b5b,166,123,91
french_blue,French Blue,#0072bb,0,114,187
french_lilac,French Lilac,#86608e,134,96,142
french_lime,French Lime,#cf0,204,255,0
french_raspberry,French Raspberry,#c72c48,199,44,72
french_rose,French Rose,#f64a8a,246,74,138
fuchsia,Fuchsia,#f0f,255,0,255
fuchsia_crayola,Fuchsia (Crayola),#c154c1,193,84,193
fuchsia_pink,Fuchsia Pink,#f7f,255,119,255
fuchsia_rose,Fuchsia Rose,#c74375,199,67,117
fulvous,Fulvous,#e48400,228,132,0
fuzzy_wuzzy,Fuzzy Wuzzy,#c66,204,102,102
gainsboro,Gainsboro,#dcdcdc,220,220,220
gamboge,Gamboge,#e49b0f,228,155,15
ghost_white,Ghost White,#f8f8ff,248,248,255
ginger,Ginger,#b06500,176,101,0
glaucous,Glaucous,#6082b6,96,130,182
glitter,Glitter,#e6e8fa,230,232,250
gold_metallic,Gold (Metallic),#d4af37,212,175,55
gold_web_golden,Gold (Web) (Golden),#ffd700,255,215,0
golden_brown,Golden Brown,#996515,153,101,21
golden_poppy,Golden Poppy,#fcc200,252,194,0
golden_yellow,Golden Yellow,#ffdf00,255,223,0
goldenrod,Goldenrod,#daa520,218,165,32
granny_smith_apple,Granny Smith Apple,#a8e4a0,168,228,160
gray,Gray,#808080,128,128,128
gray_asparagus,Gray-Asparagus,#465945,70,89,69
gray_html_css_gray,Gray (Html/Css Gray),#808080,128,128,128
gray_x11_gray,Gray (X11 Gray),#bebebe,190,190,190
green_color_wheel_x11_green,Green (Color Wheel) (X11 Green),#0f0,0,255,0
green_crayola,Green (Crayola),#1cac78,28,172,120
green_html_css_green,Green (Html/Css Green),#008000,0,128,0
green_munsell,Green (Munsell),#00a877,0,168,119
green_ncs,Green (Ncs),#009f6b,0,159,107
green_pigment,Green (Pigment),#00a550,0,165,80
green_ryb,Green (Ryb),#66b032,102,176,50
green_yellow,Green-Yellow,#adff2f,173,255,47
grullo,Grullo,#a99a86,169,154,134
guppie_green,Guppie Green,#00ff7f,0,255,127
halay_be,Halayà úBe,#663854,102,56,84
han_blue,Han Blue,#446ccf,68,108,207
han_purple,Han Purple,#5218fa,82,24,250
hansa_yellow,Hansa Yellow,#e9d66b,233,214,107
harlequin,Harlequin,#3fff00,63,255,0
harvard_crimson,Harvard Crimson,#c90016,201,0,22
harvest_gold,Harvest Gold,#da9100,218,145,0
heart_gold,Heart Gold,#808000,128,128,0
heliotrope,Heliotrope,#df73ff,223,115,255
hollywood_cerise,Hollywood Cerise,#f400a1,244,0,161
honeydew,Honeydew,#f0fff0,240,255,240
honolulu_blue,Honolulu Blue,#007fbf,0,127,191
hooker_s_green,Hooker'S Green,#49796b,73,121,107
hot_magenta,Hot Magenta,#ff1dce,255,29,206
hot_pink,Hot Pink,#ff69b4,255,105,180
hunter_green,Hunter Green,#355e3b,53,94,59
iceberg,Iceberg,#71a6d2,113,166,210
icterine,Icterine,#fcf75e,252,247,94
imperial_blue,Imperial Blue,#002395,0,35,149
inchworm,Inchworm,#b2ec5d,178,236,93
india_green,India Green,#138808,19,136,8
indian_red,Indian Red,#cd5c5c,205,92,92
indian_yellow,Indian Yellow,#e3a857,227,168,87
indigo,Indigo,#6f00ff,111,0,255
indigo_dye,Indigo (Dye),#00416a,0,65,106
indigo_web,Indigo (Web),#4b0082,75,0,130
international_klein_blue,International Klein Blue,#002fa7,0,47,167
international_orange_aerospace,International Orange (Aerospace),#ff4f00,255,79,0
international_orange_engineering,International Orange (Engineering),#ba160c,186,22,12
international_orange_golden_gate_bridge,International Orange (Golden Gate Bridge),#c0362c,192,54,44
iris,Iris,#5a4fcf,90,79,207
isabelline,Isabelline,#f4f0ec,244,240,236
islamic_green,Islamic Green,#009000,0,144,0
ivory,Ivory,#fffff0,255,255,240
jade,Jade,#00a86b,0,168,107
jasmine,Jasmine,#f8de7e,248,222,126
jasper,Jasper,#d73b3e,215,59,62
jazzberry_jam,Jazzberry Jam,#a50b5e,165,11,94
jet,Jet,#343434,52,52,52
jonquil,Jonquil,#fada5e,250,218,94
june_bud,June Bud,#bdda57,189,218,87
jungle_green,Jungle Green,#29ab87,41,171,135
kelly_green,Kelly Green,#4cbb17,76,187,23
kenyan_copper,Kenyan Copper,#7c1c05,124,28,5
khaki_html_css_khaki,Khaki (Html/Css) (Khaki),#c3b091,195,176,145
khaki_x11_light_khaki,Khaki (X11) (Light Khaki),#f0e68c,240,230,140
ku_crimson,Ku Crimson,#e8000d,232,0,13
la_salle_green,La Salle Green,#087830,8,120,48
languid_lavender,Languid Lavender,#d6cadd,214,202,221
lapis_lazuli,Lapis Lazuli,#26619c,38,97,156
laser_lemon,Laser Lemon,#fefe22,254,254,34
laurel_green,Laurel Green,#a9ba9d,169,186,157
lava,Lava,#cf1020,207,16,32
lavender_blue,Lavender Blue,#ccf,204,204,255
lavender_blush,Lavender Blush,#fff0f5,255,240,245
lavender_floral,Lavender (Floral),#b57edc,181,126,220
lavender_gray,Lavender Gray,#c4c3d0,196,195,208
lavender_indigo,Lavender Indigo,#9457eb,148,87,235
lavender_magenta,Lavender Magenta,#ee82ee,238,130,238
lavender_mist,Lavender Mist,#e6e6fa,230,230,250
lavender_pink,Lavender Pink,#fbaed2,251,174,210
lavender_purple,Lavender Purple,#967bb6,150,123,182
lavender_rose,Lavender Rose,#fba0e3,251,160,227
lavender_web,Lavender (Web),#e6e6fa,230,230,250
lawn_green,Lawn Green,#7cfc00,124,252,0
lemon,Lemon,#fff700,255,247,0
lemon_chiffon,Lemon Chiffon,#fffacd,255,250,205
lemon_lime,Lemon Lime,#e3ff00,227,255,0
licorice,Licorice,#1a1110,26,17,16
light_apricot,Light Apricot,#fdd5b1,253,213,177
light_blue,Light Blue,#add8e6,173,216,230
light_brown,Light Brown,#b5651d,181,101,29
light_carmine_pink,Light Carmine Pink,#e66771,230,103,113
light_coral,Light Coral,#f08080,240,128,128
light_cornflower_blue,Light Cornflower Blue,#93ccea,147,204,234
light_crimson,Light Crimson,#f56991,245,105,145
light_cyan,Light Cyan,#e0ffff,224,255,255
light_fuchsia_pink,Light Fuchsia Pink,#f984ef,249,132,239
light_goldenrod_yellow,Light Goldenrod Yellow,#fafad2,250,250,210
light_gray,Light Gray,#d3d3d3,211,211,211
light_green,Light Green,#90ee90,144,238,144
light_khaki,Light Khaki,#f0e68c,240,230,140
light_pastel_purple,Light Pastel Purple,#b19cd9,177,156,217
light_pink,Light Pink,#ffb6c1,255,182,193
light_red_ochre,Light Red Ochre,#e97451,233,116,81
light_salmon,Light Salmon,#ffa07a,255,160,122
light_salmon_pink,Light Salmon Pink,#f99,255,153,153
light_sea_green,Light Sea Green,#20b2aa,32,178,170
light_sky_blue,Light Sky Blue,#87cefa,135,206,250
light_slate_gray,Light Slate Gray,#789,119,136,153
light_taupe,Light Taupe,#b38b6d,179,139,109
light_thulian_pink,Light Thulian Pink,#e68fac,230,143,172
light_yellow,Light Yellow,#ffffe0,255,255,224
lilac,Lilac,#c8a2c8,200,162,200
lime_color_wheel,Lime (Color Wheel),#bfff00,191,255,0
lime_green,Lime Green,#32cd32,50,205,50
lime_web_x11_green,Lime (Web) (X11 Green),#0f0,0,255,0
limerick,Limerick,#9dc209,157,194,9
lincoln_green,Lincoln Green,#195905,25,89,5
linen,Linen,#faf0e6,250,240,230
lion,Lion,#c19a6b,193,154,107
little_boy_blue,Little Boy Blue,#6ca0dc,108,160,220
liver,Liver,#534b4f,83,75,79
lust,Lust,#e62020,230,32,32
magenta,Magenta,#f0f,255,0,255
magenta_dye,Magenta (Dye),#ca1f7b,202,31,123
magenta_process,Magenta (Process),#ff0090,255,0,144
magic_mint,Magic Mint,#aaf0d1,170,240,209
magnolia,Magnolia,#f8f4ff,248,244,255
mahogany,Mahogany,#c04000,192,64,0
maize,Maize,#fbec5d,251,236,93
majorelle_blue,Majorelle Blue,#6050dc,96,80,220
malachite,Malachite,#0bda51,11,218,81
manatee,Manatee,#979aaa,151,154,170
mango_tango,Mango Tango,#ff8243,255,130,67
mantis,Mantis,#74c365,116,195,101
mardi_gras,Mardi Gras,#880085,136,0,133
maroon_crayola,Maroon (Crayola),#c32148,195,33,72
maroon_html_css,Maroon (Html/Css),#800000,128,0,0
maroon_x11,Maroon (X11),#b03060,176,48,96
mauve,Mauve,#e0b0ff,224,176,255
mauve_taupe,Mauve Taupe,#915f6d,145,95,109
mauvelous,Mauvelous,#ef98aa,239,152,170
maya_blue,Maya Blue,#73c2fb,115,194,251
meat_brown,Meat Brown,#e5b73b,229,183,59
medium_aquamarine,Medium Aquamarine,#6da,102,221,170
medium_blue,Medium Blue,#0000cd,0,0,205
medium_candy_apple_red,Medium Candy Apple Red,#e2062c,226,6,44
medium_carmine,Medium Carmine,#af4035,175,64,53
medium_champagne,Medium Champagne,#f3e5ab,243,229,171
medium_electric_blue,Medium Electric Blue,#035096,3,80,150
medium_jungle_green,Medium Jungle Green,#1c352d,28,53,45
medium_lavender_magenta,Medium Lavender Magenta,#dda0dd,221,160,221
medium_orchid,Medium Orchid,#ba55d3,186,85,211
medium_persian_blue,Medium Persian Blue,#0067a5,0,103,165
medium_purple,Medium Purple,#9370db,147,112,219
medium_red_violet,Medium Red-Violet,#bb3385,187,51,133
medium_ruby,Medium Ruby,#aa4069,170,64,105
medium_sea_green,Medium Sea Green,#3cb371,60,179,113
medium_slate_blue,Medium Slate Blue,#7b68ee,123,104,238
medium_spring_bud,Medium Spring Bud,#c9dc87,201,220,135
medium_spring_green,Medium Spring Green,#00fa9a,0,250,154
medium_taupe,Medium Taupe,#674c47,103,76,71
medium_turquoise,Medium Turquoise,#48d1cc,72,209,204
medium_tuscan_red,Medium Tuscan Red,#79443b,121,68,59
medium_vermilion,Medium Vermilion,#d9603b,217,96,59
medium_violet_red,Medium Violet-Red,#c71585,199,21,133
mellow_apricot,Mellow Apricot,#f8b878,248,184,120
mellow_yellow,Mellow Yellow,#f8de7e,248,222,126
melon,Melon,#fdbcb4,253,188,180
midnight_blue,Midnight Blue,#191970,25,25,112
midnight_green_eagle_green,Midnight Green (Eagle Green),#004953,0,73,83
mikado_yellow,Mikado Yellow,#ffc40c,255,196,12
mint,Mint,#3eb489,62,180,137
mint_cream,Mint Cream,#f5fffa,245,255,250
mint_green,Mint Green,#98ff98,152,255,152
misty_rose,Misty Rose,#ffe4e1,255,228,225
moccasin,Moccasin,#faebd7,250,235,215
mode_beige,Mode Beige,#967117,150,113,23
moonstone_blue,Moonstone Blue,#73a9c2,115,169,194
mordant_red_19,Mordant Red 19,#ae0c00,174,12,0
moss_green,Moss Green,#addfad,173,223,173
mountain_meadow,Mountain Meadow,#30ba8f,48,186,143
mountbatten_pink,Mountbatten Pink,#997a8d,153,122,141
msu_green,Msu Green,#18453b,24,69,59
mulberry,Mulberry,#c54b8c,197,75,140
mustard,Mustard,#ffdb58,255,219,88
myrtle,Myrtle,#21421e,33,66,30
nadeshiko_pink,Nadeshiko Pink,#f6adc6,246,173,198
napier_green,Napier Green,#2a8000,42,128,0
naples_yellow,Naples Yellow,#fada5e,250,218,94
navajo_white,Navajo White,#ffdead,255,222,173
navy_blue,Navy Blue,#000080,0,0,128
neon_carrot,Neon Carrot,#ffa343,255,163,67
neon_fuchsia,Neon Fuchsia,#fe4164,254,65,100
neon_green,Neon Green,#39ff14,57,255,20
new_york_pink,New York Pink,#d7837f,215,131,127
non_photo_blue,Non-Photo Blue,#a4dded,164,221,237
north_texas_green,North Texas Green,#059033,5,144,51
